protein_id,GOs_eggnog,ko_eggnog,GO_process,GO_component,GO_function,gene,GOs_interpro
WP_250122753.1,"GO:0003674,GO:0003824,GO:0004743,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576",ko:K00873,['GO:0006096 - glycolytic process [Evidence IEA]'],['GO:0005737 - cytoplasm [Evidence IEA]'],['GO:0004743 - pyruvate kinase activity [Evidence IEA]'],pyk,GO:0016310(InterPro)|GO:0016772(InterPro)
WP_250122754.1,-,-,,,,None,GO:0016491(InterPro)
WP_250122755.1,-,ko:K01011,,,,None,-
WP_250122756.1,-,-,,,,None,-
WP_250122758.1,"GO:0003674,GO:0005488,GO:0005515,GO:0042802",ko:K03650,['GO:0006400 - tRNA modification [Evidence IEA]'],,"['GO:0003924 - GTPase activity [Evidence IEA]', 'GO:0005525 - GTP binding [Evidence IEA]']",mnmE,-
WP_250122759.1,-,-,,,,None,-
WP_250122760.1,-,-,,,,None,-
WP_250122762.1,-,-,,,,None,GO:0016746(PANTHER)
WP_250122763.1,-,-,,,,None,-
WP_250122764.1,-,ko:K00640,,,,None,-
WP_250122765.1,-,ko:K00640,,,,None,-
WP_250122766.1,-,ko:K07011,,,,None,-
WP_250122768.1,-,-,,,['GO:0016491 - oxidoreductase activity [Evidence IEA]'],None,-
WP_250122769.1,-,-,,,,None,GO:0016757(PANTHER)
WP_250122770.1,-,-,,,,None,-
WP_250122771.1,-,-,,,,None,GO:0005886(PANTHER)
WP_250122772.1,-,ko:K16703,,,,None,-
WP_250122773.1,-,-,['GO:0045226 - extracellular polysaccharide biosynthetic process [Evidence IEA]'],,,None,-
WP_250122774.1,-,-,,,,None,-
WP_250122775.1,-,ko:K01710,"['GO:0009243 - O antigen biosynthetic process [Evidence IEA]', 'GO:0019305 - dTDP-rhamnose biosynthetic process [Evidence IEA]']",,"['GO:0008460 - dTDP-glucose 4,6-dehydratase activity [Evidence IEA]']",rfbB,-
WP_250122776.1,-,ko:K00973,"['GO:0009243 - O antigen biosynthetic process [Evidence IEA]', 'GO:0019305 - dTDP-rhamnose biosynthetic process [Evidence IEA]']",,['GO:0008879 - glucose-1-phosphate thymidylyltransferase activity [Evidence IEA]'],rfbA,GO:0008879(InterPro)|GO:0045226(InterPro)
WP_250122777.1,-,ko:K01790,"['GO:0009243 - O antigen biosynthetic process [Evidence IEA]', 'GO:0019305 - dTDP-rhamnose biosynthetic process [Evidence IEA]']",,"['GO:0008830 - dTDP-4-dehydrorhamnose 3,5-epimerase activity [Evidence IEA]']",rfbC,GO:0005829(PANTHER)|GO:0008830(PANTHER)|GO:0008830(InterPro)|GO:0016854(PANTHER)|GO:0019305(PANTHER)|GO:0033692(PANTHER)|GO:0045226(PANTHER)
WP_250122778.1,-,ko:K07496,,,,None,-
WP_250122779.1,-,-,,,,None,GO:0009058(InterPro)|GO:0016740(InterPro)
WP_250122780.1,"GO:0003674,GO:0003824,GO:0005488,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009055,GO:0009058,GO:0009240,GO:0009987,GO:0016491,GO:0016725,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0022900,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0046429,GO:0046490,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0052592,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576",ko:K03526,"['GO:0019288 - isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [Evidence IEA]']",['GO:0005737 - cytoplasm [Evidence IEA]'],['GO:0046429 - 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity [Evidence IEA]'],ispG,-
WP_250122781.1,-,ko:K03797,,,,None,-
WP_250122783.1,-,ko:K02355,,,"['GO:0003924 - GTPase activity [Evidence IEA]', 'GO:0005525 - GTP binding [Evidence IEA]']",None,GO:0003746(InterPro)
WP_250122784.1,-,ko:K03412,,,,None,-
WP_250122785.1,-,"ko:K00575,ko:K13924",,,,None,-
WP_250122786.1,-,-,,,,None,-
WP_250122787.1,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071424,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",ko:K03438,,,['GO:0016434 - rRNA (cytosine) methyltransferase activity [Evidence IEA]'],rsmH,-
WP_250122788.1,-,ko:K05579,,,,None,GO:0016651(InterPro)
WP_250122790.1,-,-,,,,None,-
WP_250122793.1,-,ko:K02034,,,,None,-
WP_250122794.1,-,-,,,,None,-
WP_250122795.1,-,-,,,,None,-
WP_250122796.1,-,-,['GO:0006400 - tRNA modification [Evidence IEA]'],,['GO:0003725 - double-stranded RNA binding [Evidence IEA]'],tsaB,-
WP_250122797.1,-,-,,,,None,-
WP_250122798.1,-,"ko:K00970,ko:K00974",,,,None,-
WP_250122799.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250122799.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250122799.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250122799.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250122799.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250122799.1,-,-,,,['GO:0004803 - transposase activity [Evidence IEA]'],None,-
WP_250122800.1,-,ko:K01113,,,,None,-
WP_250122802.1,-,ko:K09951,['GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]'],,['GO:0004521 - endoribonuclease activity [Evidence IEA]'],cas2,GO:0004521(InterPro)|GO:0043571(InterPro)
WP_250122803.1,-,ko:K15342,['GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]'],,"['GO:0004520 - endodeoxyribonuclease activity [Evidence IEA]', 'GO:0046872 - metal ion binding [Evidence IEA]']",cas1d,-
WP_250122804.1,-,ko:K07464,['GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]'],,['GO:0004518 - nuclease activity [Evidence IEA]'],cas4,-
WP_250122805.1,-,ko:K19091,['GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]'],,['GO:0004521 - endoribonuclease activity [Evidence IEA]'],cas6,-
WP_250122806.1,-,ko:K19120,,,['GO:0003674 - molecular_function [Evidence IEA]'],cas5d,-
WP_250122807.1,-,ko:K19121,,,['GO:0003674 - molecular_function [Evidence IEA]'],cas7d,-
WP_250122808.1,-,ko:K19122,,,['GO:0003674 - molecular_function [Evidence IEA]'],cas10d,-
WP_250122809.1,-,-,,,,None,-
WP_250122810.1,-,-,,,,None,-
WP_250122811.1,-,-,,,,None,-
WP_250122812.1,-,-,,,,None,-
WP_250122814.1,-,ko:K07012,['GO:0043571 - maintenance of CRISPR repeat elements [Evidence IEA]'],,['GO:0004386 - helicase activity [Evidence IEA]'],cas3,-
WP_250122815.1,-,-,,,,None,-
WP_250122818.1,-,-,,,,None,-
WP_250122819.1,-,-,,,,None,-
WP_250122820.1,-,-,,,,None,-
WP_250122821.1,-,-,['GO:0006304 - DNA modification [Evidence IEA]'],,"['GO:0003677 - DNA binding [Evidence IEA]', 'GO:0003824 - catalytic activity [Evidence IEA]']",None,-
WP_250122822.1,-,-,,,,None,GO:0003729(InterPro)
WP_250122823.1,-,-,,,,None,-
WP_250122826.1,-,ko:K04096,['GO:0009294 - DNA-mediated transformation [Evidence IEA]'],,,None,GO:0009294(InterPro)
WP_250122827.1,-,-,,,,None,-
WP_250122828.1,-,ko:K00366,,,,None,-
WP_250122829.1,-,-,,,,None,-
WP_250122831.1,-,ko:K02575,['GO:0015707 - nitrite transport [Evidence IEA]'],['GO:0005886 - plasma membrane [Evidence IEA]'],['GO:0015514 - nitrite efflux transmembrane transporter activity [Evidence IEA]'],None,GO:0022857(InterPro)
WP_250122833.1,-,ko:K07496,,,,None,-
WP_250122835.1,-,-,,,['GO:0008080 - N-acetyltransferase activity [Evidence IEA]'],None,-
WP_250122836.1,-,-,,,,None,-
WP_250122838.1,-,ko:K00688,,,,None,-
WP_250122839.1,-,ko:K07496,,,,None,-
WP_250122840.1,-,ko:K03885,,,,None,-
WP_250122841.1,-,ko:K08994,,,,None,-
WP_250122842.1,-,ko:K22468,['GO:0006793 - phosphorus metabolic process [Evidence IEA]'],['GO:0005575 - cellular_component [Evidence IEA]'],['GO:0008976 - polyphosphate kinase activity [Evidence IEA]'],ppk2,-
WP_250122843.1,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0048037,GO:0051536,GO:0051540,GO:0055114",ko:K00367,,,,None,GO:0016491(InterPro)|GO:0043546(InterPro)
WP_250122844.1,"GO:0003674,GO:0005215,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015112,GO:0015113,GO:0015318,GO:0015698,GO:0015706,GO:0015707,GO:0022857,GO:0034220,GO:0051179,GO:0051234,GO:0055085,GO:0071705,GO:0098656,GO:1902025",ko:K02575,,,,None,GO:0015112(InterPro)
WP_250122845.1,-,ko:K00366,,,,None,GO:0016491(InterPro)|GO:0020037(InterPro)|GO:0051536(InterPro)
WP_250122846.1,-,"ko:K11953,ko:K15579",['GO:0015706 - nitrate transmembrane transport [Evidence IEA]'],"['GO:0009898 - cytoplasmic side of plasma membrane [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']","['GO:0005524 - ATP binding [Evidence IEA]', 'GO:0015414 - ABC-type nitrate transporter activity [Evidence IEA]']",None,GO:0005524(InterPro)|GO:0016887(InterPro)
WP_250122847.1,-,ko:K15578,['GO:0015706 - nitrate transmembrane transport [Evidence IEA]'],"['GO:0009898 - cytoplasmic side of plasma membrane [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']","['GO:0005524 - ATP binding [Evidence IEA]', 'GO:0015414 - ABC-type nitrate transporter activity [Evidence IEA]']",None,-
WP_250122848.1,-,ko:K15577,['GO:0015706 - nitrate transmembrane transport [Evidence IEA]'],"['GO:0005886 - plasma membrane [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']",['GO:0015414 - ABC-type nitrate transporter activity [Evidence IEA]'],ntrB,-
WP_250122849.1,"GO:0003674,GO:0005215",ko:K15576,,,,None,-
WP_250122850.1,-,-,,,,None,GO:0005515(InterPro)
WP_250122851.1,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363,GO:1990837",-,,,,None,-
WP_250122852.1,-,ko:K00766,,,,None,-
WP_250122853.1,-,ko:K01579,['GO:0006523 - alanine biosynthetic process [Evidence IEA]'],,['GO:0004068 - aspartate 1-decarboxylase activity [Evidence IEA]'],None,GO:0004068(InterPro)|GO:0004068(PANTHER)|GO:0005829(PANTHER)|GO:0006523(PANTHER)|GO:0006523(InterPro)|GO:0015940(PANTHER)
WP_250122854.1,-,ko:K01507,,,,None,GO:0000287(InterPro)|GO:0004427(InterPro)|GO:0005737(InterPro)|GO:0006796(InterPro)
WP_250122856.1,-,-,,,,None,-
WP_250122857.1,-,ko:K07496,,,,None,-
WP_250122858.1,-,-,,,,None,GO:0008272(PANTHER)
WP_250122859.1,-,ko:K02018,['GO:0015689 - molybdate ion transport [Evidence IEA]'],"['GO:0005886 - plasma membrane [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']",['GO:0015412 - ABC-type molybdate transporter activity [Evidence IEA]'],modB,GO:0016020(InterPro)|GO:0055085(InterPro)
WP_250122860.1,-,ko:K02020,['GO:0015689 - molybdate ion transport [Evidence IEA]'],"['GO:0009897 - external side of plasma membrane [Evidence IEA]', 'GO:0030288 - outer membrane-bounded periplasmic space [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']","['GO:0015412 - ABC-type molybdate transporter activity [Evidence IEA]', 'GO:0030973 - molybdate ion binding [Evidence IEA]']",modA,GO:0015689(InterPro)
WP_250122861.1,-,-,,,,None,GO:0015689(InterPro)
WP_250122862.1,-,-,,,,None,-
WP_250122863.1,-,ko:K01823,['GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]'],,['GO:0004452 - isopentenyl-diphosphate delta-isomerase activity [Evidence IEA]'],fni,-
WP_250122864.1,-,ko:K04773,"['GO:0006465 - signal peptide processing [Evidence IEA]', 'GO:0006508 - proteolysis [Evidence IEA]']",['GO:0016020 - membrane [Evidence IEA]'],['GO:0008233 - peptidase activity [Evidence IEA]'],sppA,-
WP_250122866.1,-,-,,,,None,-
WP_250122867.1,-,-,,,,None,-
WP_250122868.1,-,-,,,,None,-
WP_250122869.1,-,-,,,['GO:0008168 - methyltransferase activity [Evidence IEA]'],None,GO:0008168(InterPro)
WP_250122870.1,-,-,,,,None,-
WP_250122871.1,-,-,,,,None,-
WP_250122872.1,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009987,GO:0010467,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0016992,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0051604,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901576",ko:K03644,['GO:0009107 - lipoate biosynthetic process [Evidence IEA]'],,"['GO:0016992 - lipoate synthase activity [Evidence IEA]', 'GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]', 'GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]']",lipA,GO:0005739(PANTHER)|GO:0009107(InterPro)|GO:0016992(InterPro)|GO:0051539(InterPro)
WP_250122873.1,-,-,,,,None,-
WP_250122874.1,-,ko:K03086,,,,rpoD,-
WP_250122875.1,-,-,,,,None,GO:0005975(InterPro)|GO:0016810(InterPro)
WP_250122876.1,-,-,,,,None,-
WP_250122877.1,-,ko:K01563,,,,None,-
WP_250122878.1,-,-,,,,None,-
WP_250122879.1,-,-,,,,None,-
WP_250122880.1,-,ko:K07313,,,,None,-
WP_250122881.1,-,"ko:K03828,ko:K03829",,,,None,-
WP_250122883.1,"GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015980,GO:0016491,GO:0016651,GO:0016655,GO:0044237,GO:0045333,GO:0050136,GO:0055114",ko:K05581,,,,None,-
WP_250122884.1,-,ko:K05582,,,,ndhK,GO:0008137(InterPro)|GO:0048038(InterPro)|GO:0051539(InterPro)
WP_250122885.1,"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0032991,GO:0044425,GO:0050136,GO:0055114,GO:0098796,GO:1902494",ko:K05574,,,,ndhC,-
WP_250122886.1,-,-,,,,None,GO:0046872(InterPro)
WP_250122887.1,-,-,,,,None,-
WP_250122888.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009523,GO:0009579,GO:0016020,GO:0030075,GO:0030096,GO:0032991,GO:0034357,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797",ko:K02707,,['GO:0009538 - photosystem I reaction center [Evidence IEA]'],['GO:0009055 - electron transfer activity [Evidence IEA]'],psbE,GO:0009523(InterPro)|GO:0009767(InterPro)|GO:0015979(InterPro)|GO:0019684(InterPro)|GO:0020037(InterPro)
WP_250122890.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009523,GO:0009579,GO:0016020,GO:0030075,GO:0030096,GO:0032991,GO:0034357,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797",ko:K02713,,,,None,GO:0009523(InterPro)|GO:0009539(InterPro)|GO:0015979(InterPro)|GO:0016020(InterPro)
WP_250122891.1,-,ko:K02711,,,,None,-
WP_250122892.1,-,ko:K02696,"['GO:0019684 - photosynthesis, light reaction [Evidence IEA]']",['GO:0009538 - photosystem I reaction center [Evidence IEA]'],['GO:0003674 - molecular_function [Evidence IEA]'],psaI,GO:0009522(InterPro)|GO:0015979(InterPro)
WP_250122893.1,"GO:0003674,GO:0003824,GO:0004156,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko:K00796,ko:K18824",['GO:0009396 - folic acid-containing compound biosynthetic process [Evidence IEA]'],,['GO:0004156 - dihydropteroate synthase activity [Evidence IEA]'],folP,GO:0004156(InterPro)|GO:0009396(InterPro)
WP_250122894.1,"GO:0003674,GO:0003824,GO:0004807,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006066,GO:0006071,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019400,GO:0019405,GO:0019438,GO:0019439,GO:0019563,GO:0019637,GO:0019682,GO:0019693,GO:0019751,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046164,GO:0046166,GO:0046174,GO:0046184,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616",ko:K01803,['GO:0006096 - glycolytic process [Evidence IEA]'],,['GO:0004807 - triose-phosphate isomerase activity [Evidence IEA]'],tpiA,GO:0004807(InterPro)
WP_250122895.1,-,-,,,,None,-
WP_250122896.1,-,-,,,,None,-
WP_250122897.1,-,ko:K00962,"['GO:0006396 - RNA processing [Evidence IEA]', 'GO:0006402 - mRNA catabolic process [Evidence IEA]']",,"['GO:0003723 - RNA binding [Evidence IEA]', 'GO:0004654 - polyribonucleotide nucleotidyltransferase activity [Evidence IEA]']",None,GO:0003723(InterPro)
WP_250122898.1,-,-,,,,None,GO:0016747(InterPro)
WP_250122899.1,-,-,,,,None,-
WP_250122900.1,-,-,,,,None,-
WP_250122901.1,-,-,,,['GO:0008270 - zinc ion binding [Evidence IEA]'],None,GO:0008270(InterPro)
WP_250122902.1,-,-,,,,None,-
WP_250122903.1,-,"ko:K03086,ko:K03087",,,,None,GO:0003700(InterPro)|GO:0006352(InterPro)|GO:0006355(InterPro)
WP_250122904.1,"GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006270,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576",ko:K04066,"['GO:0006260 - DNA replication [Evidence IEA]', 'GO:0032508 - DNA duplex unwinding [Evidence IEA]']",,['GO:0003678 - DNA helicase activity [Evidence IEA]'],priA,-
WP_250122905.1,-,-,,,,None,-
WP_250122906.1,-,ko:K03980,"['GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]', 'GO:0034204 - lipid translocation [Evidence IEA]']",,,murJ,-
WP_250122907.1,-,-,,,,None,-
WP_250122908.1,-,-,,,,None,-
WP_250122909.1,-,ko:K06381,['GO:0008150 - biological_process [Evidence IEA]'],['GO:0005575 - cellular_component [Evidence IEA]'],['GO:0003674 - molecular_function [Evidence IEA]'],None,GO:0030288(PANTHER)
WP_250122910.1,-,ko:K03637,['GO:0006777 - Mo-molybdopterin cofactor biosynthetic process [Evidence IEA]'],,['GO:0003824 - catalytic activity [Evidence IEA]'],moaC,-
WP_250122911.1,-,-,,,,None,-
WP_250122912.1,-,ko:K00721,,,,None,-
WP_250122913.1,-,-,,,,None,-
WP_250122914.1,-,-,,,['GO:0016301 - kinase activity [Evidence IEA]'],None,GO:0004143(PANTHER)|GO:0005886(PANTHER)
WP_250122917.1,-,ko:K00389,,,,None,-
WP_250122919.1,-,ko:K01118,,,,None,-
WP_250122920.1,-,-,,,,None,-
WP_250122922.1,-,-,,,,None,-
WP_250122924.1,"GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0033554,GO:0034599,GO:0034614,GO:0035690,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070301,GO:0070887,GO:0071236,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1901701,GO:1990748",ko:K03782,['GO:0006979 - response to oxidative stress [Evidence IEA]'],,"['GO:0004096 - catalase activity [Evidence IEA]', 'GO:0004601 - peroxidase activity [Evidence IEA]']",katG,-
WP_250122925.1,-,-,"['GO:0006313 - transposition, DNA-mediated [Evidence IEA]']",,"['GO:0003677 - DNA binding [Evidence IEA]', 'GO:0004803 - transposase activity [Evidence IEA]']",None,GO:0003677(InterPro)|GO:0004803(InterPro)|GO:0006313(InterPro)
WP_250122926.1,-,ko:K02016,,,,None,GO:0030288(PANTHER)
