#Chroococcidiopsis_sp._SAG_2025_(cyanobacteria)
WP_006196724.1	K02518
WP_106167415.1			K02290
WP_106167419.1			K02286
WP_106167420.1			K02284
WP_106167421.1			K02285
WP_106167451.1			K04757,ko:K08282
WP_106167454.1			K01845
WP_106167457.1			
WP_106167467.1			
WP_106167472.1			K07171
WP_106167476.1			K02864
WP_106167482.1			K02687
WP_106167494.1			
WP_106167500.1			
WP_106167511.1			
WP_106167512.1			K07051
WP_106167529.1			K00133
WP_106167534.1			
WP_106167539.1			K12132
WP_106167540.1			
WP_106167542.1			
WP_106167547.1			
WP_106167551.1			
WP_106167560.1			K00989
WP_106167576.1			
WP_106167610.1			K05573
WP_106167615.1			
WP_106167624.1			K04077
WP_106167647.1			K00799
WP_106167651.1			K02285
WP_106167677.1			
WP_106167687.1			
WP_106167690.1			
WP_106167697.1			
WP_106167713.1			
WP_106167715.1			K01426,ko:K02433
WP_106167727.1			
WP_106167748.1			
WP_106167762.1			K01493
WP_106167772.1			
WP_106167773.1			K02428,ko:K02499
WP_106167776.1			K07090
WP_106167778.1			K02575
WP_106167779.1			K11953,ko:K15579
WP_106167798.1			K01696
WP_106167806.1			
WP_106167808.1			
WP_106167809.1			
WP_106167812.1			K03469
WP_106167815.1			K03638,ko:K03831
WP_106167820.1			K01662
WP_106167832.1			K07027
WP_106167835.1			K02005
WP_106167837.1			
WP_106167858.1			K04037
WP_106167859.1			
WP_106167889.1			
WP_106167894.1			
WP_106167896.1			
WP_106167908.1			K01462
WP_106167918.1			
WP_106167925.1			
WP_106167928.1			
WP_106167932.1			K03795
WP_106167934.1			
WP_106167938.1			
WP_106167942.1			
WP_106167977.1			
WP_106167978.1			
WP_106167989.1			
WP_106168018.1			K00031
WP_106168044.1			K01990
WP_106168047.1			
WP_106168053.1			
WP_106168088.1			
WP_106168091.1			
WP_106168095.1			
WP_106168106.1			
WP_106168121.1			
WP_106168126.1			
WP_106168149.1			K02500
WP_106168151.1			
WP_106168154.1			K01990
WP_106168163.1			K02888
WP_106168167.1			
WP_106168169.1			
WP_106168177.1			
WP_106168179.1			K04565
WP_106168180.1			
WP_106168184.1			
WP_106168190.1			K01061
WP_106168197.1			
WP_106168198.1			K09121
WP_106168202.1			
WP_106168223.1			K02487
WP_106168224.1			K07689
WP_106168226.1			K11354
WP_106168228.1			
WP_106168256.1			
WP_106168286.1			
WP_106168290.1			K09933
WP_106168296.1			
WP_106168306.1			
WP_106168318.1			
WP_106168324.1			K01090
WP_106168325.1			K01704
WP_106168333.1			K00966,ko:K16881
WP_106168334.1			K03296
WP_106168361.1			K09694
WP_106168368.1			K03437
WP_106168373.1			K15576
WP_106168374.1			K15577
WP_106168384.1			
WP_106168414.1			
WP_106168425.1			
WP_106168443.1			K03118
WP_106168447.1			K07443
WP_106168492.1			K02274
WP_106168506.1			
WP_106168538.1			
WP_106168567.1			K01710,ko:K01784
WP_106168568.1			K02377
WP_106168570.1			K07058
WP_106168607.1			
WP_106168627.1			
WP_106168628.1			K06997
WP_106168631.1			K01214
WP_106168632.1			K01563
WP_106168633.1			
WP_106168639.1			
WP_106168664.1			K10439
WP_106168672.1			
WP_106168693.1			
WP_106168699.1			
WP_106168701.1			K08994
WP_106168703.1			
WP_106168726.1			K03527
WP_106168746.1			K16264
WP_106168747.1			
WP_106168758.1			K20534
WP_106168769.1			
WP_106168770.1			
WP_106168773.1			K01945
WP_106168774.1			K07769
WP_106168775.1			
WP_106168776.1			
WP_106168778.1			
WP_106168779.1			
WP_106168782.1			
WP_106168786.1			K08680
WP_106168787.1			K01624
WP_106168798.1			K08296
WP_106168801.1			K03699
WP_106168805.1			K00218
WP_106168806.1			K04518
WP_106168807.1			
WP_106168808.1			K03470
WP_106168852.1			K02635
WP_106168858.1			
WP_106168887.1			K07341
WP_106168901.1			
WP_106168907.1			K08980
WP_106168932.1			K00891
WP_106168935.1			K02485,ko:K07684
WP_106168960.1			
WP_106168971.1			
WP_106168974.1			
WP_106168975.1			
WP_106168986.1			
WP_106168987.1			
WP_106169009.1			
WP_106169011.1			K12957
WP_106169018.1			K03671
WP_106169023.1			K02221
WP_106169024.1			
WP_106169028.1			
WP_106169041.1			K02485,ko:K07684
WP_106169062.1			K06966
WP_106169069.1			K03696
WP_106169071.1			K02003
WP_106169092.1			
WP_106169110.1			
WP_106169118.1			
WP_106169120.1			K00297
WP_106169124.1			
WP_106169129.1			K15342
WP_106169139.1			
WP_106169178.1			K01772
WP_106169190.1			K17686
WP_106169195.1			K02005
WP_106169197.1			K11520
WP_106169205.1			K02657
WP_106169254.1			
WP_106169263.1			K14652
WP_106169280.1			
WP_106169292.1			K07182
WP_106169293.1			
WP_106169312.1			
WP_106169318.1			
WP_106169325.1			K00008
WP_106169347.1			K03797
WP_106169360.1			K03406
WP_106169363.1			
WP_106169390.1			
WP_106169402.1			
WP_106169412.1			K02077
WP_106169433.1			K04653
WP_106169439.1			K06169
WP_106169451.1			
WP_106169459.1			
WP_106169485.1			K15576
WP_106169505.1			
WP_106169521.1			
WP_106169549.1			
WP_106169550.1			K07289,ko:K19668
WP_106169556.1			K21231
WP_106169557.1			
WP_106169566.1			
WP_106169571.1			K00764
WP_106169572.1			K00433
WP_106169605.1			K17758,ko:K17759
WP_106169646.1			K14540
WP_106169693.1			
WP_106169714.1			
WP_106169817.1			
WP_106169926.1			K03778
WP_106169948.1			
WP_106169962.1			K03412
WP_106169994.1			K03802
WP_106170130.1			K09833
WP_106170170.1			K07079
WP_106170173.1			K02067
WP_106170199.1			
WP_106170267.1			K03696
WP_106170271.1			
WP_106170308.1			K02662
WP_106170353.1			K00721,ko:K07011,ko:K20444
WP_106170385.1			K10228
WP_106170387.1			K08479
WP_106170400.1			K22305
WP_106170406.1			K04758
WP_106170415.1			
WP_106170429.1			
WP_106170474.1			K05337
WP_106170498.1			
WP_106170528.1			K09690
WP_106170586.1			K03282
WP_106170665.1			
WP_106170728.1			
WP_106170775.1			
WP_106170777.1			
WP_106170784.1			K12073
WP_106170801.1			K02095
WP_106170808.1			
WP_106170816.1			
WP_106170829.1			
WP_106170854.1			K02314
WP_106170857.1			K07391
WP_106170877.1			
WP_106170926.1			K06864
WP_106171011.1			K01999
WP_106171078.1			K02720
WP_106171112.1			
WP_106171151.1			K01358
WP_106171187.1			
WP_106171203.1			K07117
WP_106171214.1			
WP_106171295.1			
WP_106171298.1			
WP_106171313.1			
WP_106171320.1			K00845
WP_106171335.1			K05579
WP_106171515.1			
WP_106171551.1			
WP_106171577.1			K00241
WP_106171630.1			K04755
WP_106171632.1			
WP_106171661.1			
WP_106215983.1			
WP_106215998.1			
WP_106216028.1			K04043
WP_106216032.1			
WP_106216033.1			
WP_106216042.1			
WP_106216057.1			
WP_106216058.1			K05520
WP_106216062.1			K05982
WP_106216063.1			
WP_106216073.1			
WP_106216074.1			K01929
WP_106216075.1			K07506
WP_106216076.1			K01118
WP_106216079.1			
WP_106216083.1			
WP_106216085.1			
WP_106216089.1			K19170
WP_106216117.1			
WP_106216131.1			
WP_106216133.1			K09122
WP_106216135.1			
WP_106216137.1			
WP_106216138.1			
WP_106216154.1			
WP_106216156.1			K03183
WP_106216158.1			
WP_106216159.1			
WP_106216160.1			
WP_106216171.1			
WP_106216173.1			
WP_106216176.1			
WP_106216185.1			K06147
WP_106216186.1			
WP_106216190.1			K03497
WP_106216191.1			K16128
WP_106216194.1			
WP_106216196.1			
WP_106216206.1			K00997
WP_106216217.1			
WP_106216225.1			K04043
WP_106216232.1			K01488
WP_106216239.1			
WP_106216242.1			
WP_106216244.1			
WP_106216245.1			
WP_106216248.1			
WP_106216367.1			K07516
WP_106216369.1			
WP_106216374.1			K08964
WP_106216375.1			K08967
WP_106216380.1			K07107
WP_106216381.1			K01728
WP_106216383.1			K05979
WP_106216384.1			K19355
WP_106216385.1			K20326
WP_106216386.1			
WP_106216389.1			K02055
WP_106216391.1			
WP_106216394.1			K02004
WP_106216399.1			K07114
WP_106216523.1			K15578
WP_106216526.1			
WP_106216531.1			
WP_106216538.1			
WP_106216547.1			K03741
WP_106216708.1			
WP_106216712.1			
WP_106216727.1			
WP_106216730.1			
WP_106216732.1			K04047
WP_106216733.1			
WP_106216743.1			
WP_106216744.1			K04758
WP_106216753.1			
WP_106216758.1			
WP_106216760.1			K02027
WP_106216762.1			K03438
WP_106216766.1			
WP_106216777.1			
WP_106216782.1			
WP_106216786.1			
WP_106216797.1			
WP_106216803.1			
WP_106216805.1			
WP_106216831.1			K20534
WP_106216844.1			K03216
WP_106216865.1			
WP_106216886.1			K00799
WP_106216899.1			K01433
WP_106216901.1			K06946
WP_106216903.1			
WP_106216906.1			K03424
WP_106216908.1			
WP_106216909.1			
WP_106216911.1			
WP_106216919.1			K06136
WP_106216939.1			
WP_106216942.1			
WP_106216956.1			K05375
WP_106216972.1			K03789
WP_106216975.1			K09001
WP_106216976.1			K03426
WP_106217004.1			K11950
WP_106217014.1			K09932
WP_106217017.1			K06016
WP_106217018.1			
WP_106217023.1			K00588
WP_106217067.1			
WP_106217089.1			
WP_106217098.1			K13421
WP_106217105.1			
WP_106217206.1			K02659
WP_106217216.1			
WP_106217218.1			K02654
WP_106217226.1			K02557,ko:K03286
WP_106217227.1			K06917
WP_106217228.1			
WP_106217245.1			K06402
WP_106217246.1			
WP_106217250.1			
WP_106217257.1			
WP_106217316.1			K05275
WP_106217317.1			K08300
WP_106217320.1			
WP_106217323.1			
WP_106217363.1			
WP_106217365.1			
WP_106217367.1			
WP_106217387.1			
WP_106217406.1			
WP_106217409.1			
WP_106217432.1			
WP_106217439.1			
WP_106217441.1			K06971
WP_106217447.1			
WP_106217453.1			K15977
WP_106217456.1			
WP_106217460.1			K05928
WP_106217466.1			K07013
WP_106217467.1			
WP_106217477.1			
WP_106217487.1			K12454
WP_106217497.1			K04043
WP_106217507.1			K16785
WP_106217515.1			
WP_106217530.1			K01069
WP_106217531.1			K06867
WP_106217636.1			K00696,ko:K07024
WP_106217651.1			K02020
WP_106217668.1			K09005
WP_106217675.1			K09969
WP_106217679.1			K02234
WP_106217681.1			
WP_106217682.1			K03642
WP_106217686.1			K01181
WP_106217691.1			
WP_106217692.1			
WP_106217693.1			K01934
WP_106217695.1			
WP_106217699.1			K03296
WP_106217705.1			K05343
WP_106217712.1			
WP_106217777.1			
WP_106217783.1			
WP_106217820.1			
WP_106217837.1			K12573
WP_106217843.1			K02057
WP_106217852.1			K01470
WP_106217854.1			
WP_106217860.1			K01887
WP_106217869.1			
WP_106217877.1			
WP_106217888.1			
WP_106217905.1			
WP_106217920.1			K03711
WP_106217921.1			
WP_106217925.1			
WP_106217945.1			K02005
WP_106217952.1			
WP_106217965.1			
WP_106217966.1			
WP_106217992.1			K12574
WP_106218029.1			K11939
WP_106218030.1			K02233
WP_106218046.1			K06985
WP_106218049.1			
WP_106218050.1			K01548
WP_106218051.1			
WP_106218056.1			
WP_106218062.1			K09125
WP_106218098.1			
WP_106218101.1			K06873
WP_106218105.1			
WP_106218120.1			K01673
WP_106218121.1			K08166,ko:K08170
WP_106218145.1			
WP_106218147.1			K03316
WP_106218153.1			
WP_106218154.1			
WP_106218155.1			
WP_106218158.1			
WP_106218190.1			
WP_106218196.1			
WP_106218197.1			K07171
WP_106218204.1			K01448
WP_106218208.1			K03218
WP_106218212.1			K02275
WP_106218216.1			K06942
WP_106218223.1			K02033
WP_106218226.1			
WP_106218236.1			
WP_106218243.1			K08715
WP_106218286.1			K02289
WP_106218287.1			K02288,ko:K02631
WP_106218298.1			K02659
WP_106218306.1			K02722
WP_106218307.1			
WP_106218310.1			K01657
WP_106218320.1			K03442
WP_106218321.1			
WP_106218322.1			K00464
WP_106218327.1			
WP_106218332.1			
WP_106218343.1			
WP_106218347.1			
WP_106218396.1			
WP_106218426.1			K00970,ko:K00974
WP_106218432.1			K13482
WP_106218437.1			K00845
WP_106218440.1			
WP_106218457.1			K02703
WP_106218482.1			
WP_106218483.1			K00978
WP_106218487.1			
WP_106218489.1			
WP_106218499.1			K15576
WP_106218535.1			K07101
WP_106218538.1			K07506
WP_106218541.1			K03830
WP_106218546.1			K03284
WP_106218560.1			K14606
WP_106218561.1			K08679
WP_106218579.1			K07566
WP_106218598.1			
WP_106218602.1			K03885
WP_106218606.1			K07240
WP_106218613.1			
WP_106218641.1			
WP_106218645.1			K01077
WP_106218666.1			K10716
WP_106218695.1			K07335
WP_106218721.1			
WP_106218725.1			
WP_106218740.1			
WP_106218796.1			K03595
WP_106218804.1			
WP_106218805.1			K11780
WP_106218825.1			K02025
WP_106218826.1			K02027
WP_106218839.1			K16703
WP_106218843.1			
WP_106218852.1			K01113
WP_106218857.1			
WP_106218889.1			K03797
WP_106218892.1			K03568
WP_106218894.1			K00008
WP_106218904.1			K03179
WP_106218922.1			K01695
WP_106218926.1			K11524
WP_106218935.1			K05577
WP_106218936.1			
WP_106218937.1			
WP_106218944.1			
WP_106218945.1			K07124
WP_106218967.1			
WP_106218973.1			K02635
WP_106218995.1			
WP_106219005.1			
WP_106219010.1			
WP_106544073.1			K05595
WP_106544171.1			K03790
WP_106544357.1			
WP_106544411.1			K02050
WP_106544423.1			K00946
WP_106544519.1			
WP_106544730.1			K03695
WP_106544895.1			
WP_106544943.1			K03671
WP_106545124.1			
WP_106545196.1			K08972
WP_106545269.1			
WP_106545312.1			
WP_106545317.1			K07013
WP_106545708.1			K05770
WP_106545717.1			K06966
WP_106545902.1			
WP_106546025.1			
WP_106546211.1			K07027
WP_106546224.1			K02075,ko:K09816
WP_106546412.1			K02053,ko:K11070
WP_106546455.1			K08906
WP_106546492.1			
WP_106546493.1			
WP_106546494.1			
WP_106546552.1			
WP_106546557.1			
WP_106546559.1			K19180
WP_106546562.1			
WP_106546593.1			
WP_106546744.1			
WP_106547040.1			K09710
WP_106547192.1			K01802,ko:K03768
WP_106547249.1			
WP_106547278.1			K03782
WP_106547368.1			K01649,ko:K02594
WP_106547394.1			K00606
WP_106547487.1			
WP_106547510.1			K01485
WP_106547614.1			K03179
WP_106547683.1			
WP_106547713.1			
WP_106547738.1			
WP_106547842.1			K03474
WP_106547944.1			K07088
WP_106548148.1			
WP_106548184.1			
WP_106548214.1			
WP_106548217.1			
WP_106548288.1			
WP_106548353.1			
WP_127022176.1			K01056
WP_127022266.1			K02337
WP_127022434.1			
WP_127022505.1			K01011
WP_127022694.1			
WP_127022718.1			K08884
WP_127022736.1			K01755
WP_127022748.1			
WP_127022838.1			
WP_127022853.1			K04487
WP_127022859.1			
WP_127022903.1			
WP_127022920.1			K07027
WP_127022923.1			K11206
WP_127022941.1			
WP_127022970.1			K04775
WP_127023049.1			
WP_127023103.1			
WP_127023105.1			
WP_127023114.1			
WP_127023120.1			
WP_127023192.1			
WP_127023288.1			
WP_127023297.1			K09690
WP_127023321.1			
WP_127023370.1			
WP_127023400.1			K02660,ko:K11525
WP_127023615.1			
WP_127023659.1			K00595
WP_127023808.1			
WP_127023856.1			
WP_127023908.1			
WP_127023917.1			
WP_127024165.1			K03924
WP_127024183.1			
WP_127024597.1			
WP_127025151.1			
WP_127025167.1			
WP_127025238.1			
WP_127025240.1			
WP_127025309.1			K01193
WP_132867019.1			
WP_146139680.1			
WP_146139684.1			
WP_146139690.1			
WP_146139725.1			K03194,ko:K08307,ko:K08309,ko:K12089
WP_146139792.1			
WP_146139891.1			
WP_158265857.1			
WP_158631761.1			K03885
WP_158631820.1			
WP_158631919.1			
WP_158631970.1			
WP_165587649.1			
WP_181245253.1			
WP_181245255.1			
WP_181245259.1			
WP_181245265.1			
WP_181245268.1			
WP_181245328.1			
WP_181245351.1			
WP_181245352.1			
WP_181245358.1			
WP_181245383.1			
WP_181245401.1			
WP_181245407.1			K02719
WP_181245444.1			K15256
WP_181245474.1			
WP_181245476.1			
WP_181245482.1			
WP_181245506.1			
WP_181245517.1			
WP_181245547.1			
WP_181246275.1			
WP_181246392.1			K07171
WP_181246434.1			K00286
WP_181246444.1			K01679
WP_181246558.1			
WP_181824194.1			K06147
WP_181824235.1			
WP_181824301.1			
WP_192154253.1			K03686
WP_192154507.1			
WP_192157115.1			K15578
WP_192159548.1			
WP_192162540.1			
WP_192162542.1			
WP_199197173.1			K02291
WP_199197188.1			K07075
WP_199197221.1			K10227
WP_199197227.1			K02109
WP_199197260.1			K00655
WP_199197277.1			
WP_199197282.1			
WP_199197287.1			K05580
WP_199197289.1			
WP_199197357.1			
WP_199197410.1			K03608
WP_199197420.1			
WP_199197463.1			K04757
WP_199197470.1			K09971,ko:K17062
WP_199197471.1			K09971,ko:K17062
WP_199197510.1			K03113
WP_199197535.1			
WP_199197539.1			
WP_199197586.1			K00695
WP_199197641.1			K03524
WP_199197696.1			K01515,ko:K03574
WP_199197699.1			
WP_199197706.1			K07447
WP_199317086.1			
WP_199317173.1			
WP_199755355.1			
WP_199755356.1			
WP_199755364.1			
WP_199755393.1			
WP_199755398.1			K01236
WP_199755403.1			
WP_199755404.1			
WP_199755415.1			K03531
WP_199755418.1			
WP_199755441.1			K00951,ko:K01139
WP_199755442.1			
WP_199755451.1			K09774
WP_199755452.1			K11720
WP_199755463.1			
WP_199755468.1			K03523
WP_199755474.1			K00633
WP_199755488.1			K17245
WP_199755489.1			
WP_199755495.1			K07305
WP_199755497.1			
WP_199755508.1			
WP_199755537.1			K03752
WP_199755541.1			K03086,ko:K03087
WP_199755549.1			
WP_199755550.1			
WP_199755553.1			
WP_199755560.1			K00574
WP_199755566.1			K02013
WP_199755567.1			
WP_199755570.1			
WP_199755582.1			
WP_199755583.1			
WP_199755596.1			
WP_199755598.1			K10257
WP_199755616.1			
WP_199755617.1			
WP_199755643.1			
WP_199755698.1			
WP_199755701.1			K03536
WP_199755718.1			
WP_199755722.1			K01649
WP_199755725.1			K01147
WP_199755726.1			K00436
WP_199755728.1			K01703,ko:K17749
WP_199755737.1			
WP_199755769.1			
WP_199755770.1			
WP_199755778.1			
WP_199755839.1			
WP_199755840.1			
WP_199755908.1			
WP_199755934.1			
WP_206751813.1			K01495
WP_206751824.1			K08884
WP_206751837.1			
WP_206751848.1			
WP_219335922.1			K03707
WP_219335933.1			K01652
WP_219335949.1			
WP_219335963.1			
WP_219335967.1			
WP_219335969.1			K01802
WP_219335974.1			
WP_219335980.1			K07232
WP_219335986.1			
WP_219335996.1			K01915,ko:K01949
WP_219335998.1			
WP_219336001.1			
WP_219336005.1			
WP_219336011.1			
WP_219336014.1			
WP_219336040.1			
WP_219336042.1			K00140
WP_219336048.1			K07025
WP_219336052.1			
WP_219336071.1			K03621
WP_219336075.1			K14059
WP_219336076.1			K14059
WP_219336077.1			K07480
WP_219336090.1			
WP_219336138.1			K00598
WP_219336146.1			
WP_219336147.1			
WP_219888768.1			
WP_233222533.1			
WP_233222595.1			K06891
WP_233222654.1			
WP_233222658.1			
WP_233222761.1			K09690
WP_233222797.1			
WP_233222841.1			
WP_233222872.1			K01358
WP_233222877.1			K02533
WP_233222904.1			K07300
WP_241994088.1			K12993
WP_241994093.1			K03969
WP_241994118.1			
WP_241994126.1			
WP_241994147.1			
WP_241994155.1			K02492
WP_241994166.1			
WP_241994167.1			
WP_241994169.1			K02294
WP_241994177.1			K02906
WP_241994186.1			K00962
WP_241994194.1			K09012
WP_241994199.1			
WP_241994205.1			K09970
WP_241994218.1			K02647
WP_241994223.1			K01897
WP_241994252.1			K21071
WP_241994270.1			
WP_241994272.1			K06042
WP_241994276.1			K03629
WP_241994299.1			K06041
WP_241994304.1			
WP_241994305.1			
WP_241994306.1			
WP_241994341.1			K03750
WP_241994360.1			
WP_241994378.1			
WP_241994379.1			
WP_241994389.1			
WP_241994415.1			
WP_241994444.1			K07052
WP_242038523.1			
WP_245570482.1			K01609
WP_245570504.1			K00099
WP_245570510.1			K08994
WP_245570512.1			
WP_245570529.1			K05575
WP_245570532.1			
WP_245570538.1			K02634
WP_245570539.1			K00858
WP_245570561.1			K01669
WP_245570563.1			K01495
WP_245570570.1			
WP_250012141.1			
WP_250012143.1			K08218
WP_250012145.1			
WP_250012153.1			
WP_250012155.1			
WP_250012156.1			K04047
WP_250012158.1			
WP_250012160.1			K03281
WP_250012162.1			
WP_250012164.1			
WP_250012165.1			
WP_250012167.1			K02014
WP_250012169.1			
WP_250012170.1			
WP_250012172.1			
WP_250012174.1			
WP_250012176.1			K00681
WP_250012178.1			
WP_250012181.1			
WP_250012183.1			
WP_250012193.1			K03183
WP_250012194.1			
WP_250012195.1			
WP_250012199.1			K06445
WP_250012201.1			K00632
WP_250012203.1			K01897
WP_250012205.1			
WP_250012210.1			K00639
WP_250012212.1			
WP_250012224.1			
WP_250012227.1			K17285
WP_250012229.1			
WP_250012230.1			K08234
WP_250012233.1			
WP_250012236.1			K03321
WP_250012241.1			
WP_250012243.1			K08309
WP_250012249.1			
WP_250012260.1			
WP_250012265.1			K01803
WP_250012268.1			K00796,ko:K18824
WP_250012271.1			
WP_250012274.1			
WP_250012277.1			K03650
WP_250012278.1			K02004
WP_250012281.1			K02003
WP_250012283.1			K01895
WP_250012286.1			K05896
WP_250012287.1			K06883
WP_250012294.1			K02705
WP_250012299.1			
WP_250012305.1			K08304
WP_250012308.1			
WP_250012310.1			K03723
WP_250012324.1			
WP_250012327.1			
WP_250012331.1			
WP_250012336.1			K07079
WP_250012338.1			
WP_250012340.1			
WP_250012342.1			K19091
WP_250012344.1			K07012
WP_250012346.1			K19120
WP_250012349.1			K19121
WP_250012352.1			K19122
WP_250012353.1			
WP_250012356.1			
WP_250012359.1			K02484
WP_250012361.1			K11326
WP_250012364.1			K15727
WP_250012366.1			K15727
